first_name,second_name,full_name,id,position,position_abv,team,team_abv,selected_by_percent,chance_of_playing_this_round,this_round_chance,chance_of_playing_next_round,next_round_chance,status,now_cost,minutes,appearances,transfers_in,total_points,value_season
Aaron,Mooy,Aaron Mooy,60,Midfielder,MID,Brighton,BHA,0,,1,0,0,u,50,2079,31,0,80,16
Aaron,Connolly,Aaron Connolly,78,Forward,FWD,Brighton,BHA,0.6,,1,,1,a,55,1250,24,0,61,11.1
Aaron,Wan-Bissaka,Aaron Wan-Bissaka,313,Defender,DEF,Man Utd,MUN,12.4,,1,,1,a,55,3070,35,0,127,23.1
Aaron,Ramsdale,Aaron Ramsdale,483,Goalkeeper,GKP,Sheffield Utd,SHU,8.2,,1,,1,a,50,3330,37,0,126,25.2
Aaron,Cresswell,Aaron Cresswell,435,Defender,DEF,West Ham,WHU,1.2,,1,,1,a,50,2727,31,0,79,15.8
Abdoulaye,Doucouré,Abdoulaye Doucouré,512,Midfielder,MID,Everton,EVE,2.1,,1,,1,a,55,3156,37,0,113,20.5
Aboubakar,Kamara,Aboubakar Kamara,190,Midfielder,MID,Fulham,FUL,0.1,,1,,1,a,50,0,0,0,0,0
Adam,Lallana,Adam Lallana,54,Midfielder,MID,Brighton,BHA,1.5,,1,,1,a,65,371,15,0,27,4.2
Adam,Webster,Adam Webster,66,Defender,DEF,Brighton,BHA,3.3,,1,,1,a,45,2668,31,0,88,19.6
Adam,Forshaw,Adam Forshaw,199,Midfielder,MID,Leeds,LEE,0.1,,1,0,0,i,50,0,0,0,0,0
Adama,Traoré,Adama Traoré,465,Midfielder,MID,Wolves,WOL,20.7,,1,,1,a,65,2599,37,0,130,20
Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,245,Goalkeeper,GKP,Liverpool,LIV,0.3,,1,,1,a,45,873,11,0,27,6
Adrien,Silva,Adrien Silva,220,Midfielder,MID,Leicester,LEI,0.7,,1,,1,a,45,0,0,0,0,0
Ahmed,El Mohamady,Ahmed El Mohamady,29,Defender,DEF,Aston Villa,AVL,0.5,,1,,1,a,45,1024,18,0,39,8.7
Ahmed El-Sayed,Hegazy,Ahmed El-Sayed Hegazy,414,Defender,DEF,West Brom,WBA,1.4,,1,,1,a,45,0,0,0,0,0
Ainsley,Maitland-Niles,Ainsley Maitland-Niles,15,Defender,DEF,Arsenal,ARS,2,,1,,1,a,50,1382,20,0,41,8.2
Albian,Ajeti,Albian Ajeti,447,Forward,FWD,West Ham,WHU,0,,1,0,0,u,55,132,9,0,9,1.6
Aleksandar,Mitrović,Aleksandar Mitrović,184,Forward,FWD,Fulham,FUL,25.5,,1,,1,a,60,0,0,0,0,0
Alex,Iwobi,Alex Iwobi,159,Midfielder,MID,Everton,EVE,0.2,,1,,1,a,60,1591,25,0,52,8.7
Alex,Oxlade-Chamberlain,Alex Oxlade-Chamberlain,248,Midfielder,MID,Liverpool,LIV,0.1,,1,50,0.5,d,65,1475,30,0,76,11.7
Alex,McCarthy,Alex McCarthy,363,Goalkeeper,GKP,Southampton,SOU,22.7,,1,,1,a,45,2520,28,0,104,23.1
Alexandre,Lacazette,Alexandre Lacazette,6,Forward,FWD,Arsenal,ARS,3.1,,1,,1,a,85,1867,30,0,118,13.9
Alexis,Mac Allister,Alexis Mac Allister,80,Midfielder,MID,Brighton,BHA,0.1,,1,,1,a,55,348,9,0,12,2.2
Alfie,Mawson,Alfie Mawson,185,Defender,DEF,Fulham,FUL,0,,1,0,0,n,45,0,0,0,0,0
Alireza,Jahanbakhsh,Alireza Jahanbakhsh,71,Midfielder,MID,Brighton,BHA,0.1,,1,,1,a,55,305,10,0,28,5.1
Alisson,Ramses Becker,Alisson Ramses Becker,252,Goalkeeper,GKP,Liverpool,LIV,12.3,,1,,1,a,60,2543,29,0,122,20.3
Allan,Marques Loureiro,Allan Marques Loureiro,502,Midfielder,MID,Everton,EVE,1.3,,1,,1,a,55,0,0,0,0,0
Allan,Saint-Maximin,Allan Saint-Maximin,338,Midfielder,MID,Newcastle,NEW,22.5,,1,,1,a,55,1860,26,0,92,16.7
Alphonse,Areola,Alphonse Areola,516,Goalkeeper,GKP,Fulham,FUL,0.7,,1,,1,a,45,0,0,0,0,0
André Filipe,Tavares Gomes,André Gomes,158,Midfielder,MID,Everton,EVE,0.4,,1,,1,a,55,1457,19,0,39,7.1
André-Frank,Zambo Anguissa,André-Frank Zambo Anguissa,191,Midfielder,MID,Fulham,FUL,1,,1,,1,a,45,0,0,0,0,0
Andreas,Christensen,Andreas Christensen,116,Defender,DEF,Chelsea,CHE,0.3,,1,,1,a,50,1751,21,0,34,6.8
Andreas,Pereira,Andreas Pereira,304,Midfielder,MID,Man Utd,MUN,0.1,,1,,1,a,50,1478,25,0,60,12
Andrew,Robertson,Andrew Robertson,255,Defender,DEF,Liverpool,LIV,13.3,,1,,1,a,70,3111,36,0,181,25.9
Andriy,Yarmolenko,Andriy Yarmolenko,436,Midfielder,MID,West Ham,WHU,0.3,,1,,1,a,60,981,23,0,70,11.7
Andros,Townsend,Andros Townsend,137,Midfielder,MID,Crystal Palace,CRY,0.3,,1,,1,a,60,1284,24,0,48,8
Andy,Carroll,Andy Carroll,320,Forward,FWD,Newcastle,NEW,0.4,,1,,1,a,55,617,19,0,34,6.2
Angelo,Ogbonna,Angelo Ogbonna,432,Defender,DEF,West Ham,WHU,0.4,,1,,1,a,50,2786,31,0,81,16.2
Angus,Gunn,Angus Gunn,371,Goalkeeper,GKP,Southampton,SOU,0.4,,1,,1,a,45,900,10,0,29,6.4
Anthony,Gordon,Anthony Gordon,168,Midfielder,MID,Everton,EVE,1,,1,,1,a,45,436,11,0,17,3.8
Anthony,Knockaert,Anthony Knockaert,177,Midfielder,MID,Fulham,FUL,0.2,,1,,1,a,55,0,0,0,0,0
Anthony,Martial,Anthony Martial,303,Forward,FWD,Man Utd,MUN,13.2,,1,,1,a,90,2625,32,0,200,22.2
Antonee,Robinson,Antonee Robinson,484,Defender,DEF,Fulham,FUL,0.2,,1,,1,a,45,0,0,0,0,0
Antonio,Rüdiger,Antonio Rüdiger,109,Defender,DEF,Chelsea,CHE,2.2,,1,,1,a,50,1710,20,0,63,12.6
Anwar,El Ghazi,Anwar El Ghazi,45,Midfielder,MID,Aston Villa,AVL,0.2,,1,,1,a,60,2046,34,0,93,15.5
Arthur,Masuaku,Arthur Masuaku,442,Defender,DEF,West Ham,WHU,0.3,,1,,1,a,45,930,17,0,26,5.8
Ashley,Barnes,Ashley Barnes,87,Forward,FWD,Burnley,BUR,0.2,,1,0,0,i,60,1350,19,0,61,10.2
Ashley,Westwood,Ashley Westwood,89,Midfielder,MID,Burnley,BUR,1.1,,1,,1,a,55,3150,35,0,118,21.5
Axel,Tuanzebe,Axel Tuanzebe,307,Defender,DEF,Man Utd,MUN,0.1,,1,0,0,i,45,187,5,0,7,1.6
Aymeric,Laporte,Aymeric Laporte,280,Defender,DEF,Man City,MCI,5.3,,1,,1,a,60,1096,15,0,63,10.5
Ayoze,Pérez,Ayoze Pérez,229,Midfielder,MID,Leicester,LEI,3.7,,1,,1,a,65,1998,33,0,129,19.8
Bailey,Peacock-Farrell,Bailey Peacock-Farrell,99,Goalkeeper,GKP,Burnley,BUR,1.5,,1,,1,a,40,0,0,0,0,0
Bamidele,Alli,Dele Alli,394,Midfielder,MID,Spurs,TOT,3.8,,1,,1,a,80,1845,25,0,117,14.6
Barry,Douglas,Barry Douglas,196,Defender,DEF,Leeds,LEE,16.2,,1,,1,a,40,0,0,0,0,0
Ben,White,Ben White,74,Defender,DEF,Brighton,BHA,2,,1,,1,a,45,0,0,0,0,0
Ben,Mee,Ben Mee,88,Defender,DEF,Burnley,BUR,0.6,,1,0,0,i,50,2880,32,0,110,22
Ben,Gibson,Ben Gibson,94,Defender,DEF,Burnley,BUR,0.4,,1,0,0,n,40,0,0,0,0,0
Ben,Osborn,Ben Osborn,356,Midfielder,MID,Sheffield Utd,SHU,0,,1,,1,a,50,590,13,0,19,3.8
Ben,Davies,Ben Davies,395,Defender,DEF,Spurs,TOT,2.5,,1,,1,a,50,1430,18,0,41,8.2
Ben,Johnson,Ben Johnson,452,Defender,DEF,West Ham,WHU,2.9,,1,,1,a,40,270,3,0,6,1.5
Benjamin,Chilwell,Ben Chilwell,232,Defender,DEF,Chelsea,CHE,1.5,,1,0,0,i,55,2374,27,0,114,20.7
Benjamin,Mendy,Benjamin Mendy,274,Defender,DEF,Man City,MCI,2.1,,1,,1,a,60,1491,19,0,74,12.3
Bernard,Anício Caldeira Duarte,Bernard Anício Caldeira Duarte,154,Midfielder,MID,Everton,EVE,0.2,,1,,1,a,60,1269,27,0,72,12
Bernardo,Fernandes da Silva Junior,Bernardo Fernandes da Silva Junior,75,Defender,DEF,Brighton,BHA,14.1,,1,,1,a,40,675,14,0,21,5.2
Bernardo Mota,Veiga de Carvalho e Silva,Bernardo Silva,281,Midfielder,MID,Man City,MCI,1.1,,1,75,0.75,d,75,2021,34,0,116,15.5
Bernd,Leno,Bernd Leno,8,Goalkeeper,GKP,Arsenal,ARS,6.7,,1,,1,a,50,2649,30,0,114,22.8
Billy,Gilmour,Billy Gilmour,124,Midfielder,MID,Chelsea,CHE,0.2,,1,0,0,i,45,191,6,0,9,2
Billy,Sharp,Billy Sharp,343,Forward,FWD,Sheffield Utd,SHU,0.3,,1,,1,a,60,1037,25,0,57,9.5
Bjorn,Engels,Björn Engels,36,Defender,DEF,Aston Villa,AVL,0.2,,1,,1,a,45,1446,17,0,42,9.3
Bobby,Thomas,Bobby Thomas,520,Defender,DEF,Burnley,BUR,0.1,,1,,1,a,40,0,0,0,0,0
Bobby,Decordova-Reid,Bobby Decordova-Reid,181,Forward,FWD,Fulham,FUL,0.2,,1,,1,a,55,0,0,0,0,0
Brandon,Pierrick,Brandon Pierrick,147,Midfielder,MID,Crystal Palace,CRY,0.1,,1,,1,a,45,13,2,0,2,0.4
Brandon,Williams,Brandon Williams,318,Defender,DEF,Man Utd,MUN,2,,1,,1,a,45,1003,17,0,51,11.3
Bruno André,Cavaco Jordao,Bruno Jordão,475,Midfielder,MID,Wolves,WOL,0.6,,1,,1,a,45,6,1,0,1,0.2
Bruno Miguel,Borges Fernandes,Bruno Fernandes,302,Midfielder,MID,Man Utd,MUN,18.5,,1,,1,a,105,1187,14,0,117,11.1
Bukayo,Saka,Bukayo Saka,24,Midfielder,MID,Arsenal,ARS,8.8,,1,,1,a,55,1746,26,0,71,12.9
Çaglar,Söyüncü,Çaglar Söyüncü,238,Defender,DEF,Leicester,LEI,13.1,,1,,1,a,55,3036,34,0,120,21.8
Callum,Hudson-Odoi,Callum Hudson-Odoi,122,Midfielder,MID,Chelsea,CHE,0.5,,1,,1,a,60,849,22,0,53,8.8
Callum,Wilson,Callum Wilson,506,Forward,FWD,Newcastle,NEW,8.1,,1,,1,a,65,2906,35,0,116,17.8
Callum,Robinson,Callum Robinson,358,Forward,FWD,West Brom,WBA,0.2,,1,,1,a,55,669,16,0,33,6
Calum,Chambers,Calum Chambers,13,Defender,DEF,Arsenal,ARS,0,,1,0,0,i,45,1102,14,0,42,9.3
Cameron,Carter-Vickers,Cameron Carter-Vickers,521,Defender,DEF,Spurs,TOT,0.1,,1,,1,a,40,0,0,0,0,0
Cedric,Kipre,Cedric Kipre,499,Defender,DEF,West Brom,WBA,0.1,,1,,1,a,45,0,0,0,0,0
Cédric,Soares,Cédric Soares,5,Defender,DEF,Arsenal,ARS,0.6,,1,,1,a,50,1553,21,0,61,12.2
Cenk,Tosun,Cenk Tosun,153,Forward,FWD,Everton,EVE,0,,1,0,0,i,60,462,10,0,24,4
César,Azpilicueta,César Azpilicueta,102,Defender,DEF,Chelsea,CHE,8.2,,1,,1,a,60,3229,36,0,130,21.7
Charlie,Taylor,Charlie Taylor,97,Defender,DEF,Burnley,BUR,5.7,,1,,1,a,45,1944,24,0,84,18.7
Charlie,Austin,Charlie Austin,415,Forward,FWD,West Brom,WBA,1.1,,1,,1,a,55,0,0,0,0,0
Che,Adams,Che Adams,377,Forward,FWD,Southampton,SOU,4.1,,1,,1,a,60,1095,30,0,78,13
Cheikhou,Kouyaté,Cheikhou Kouyaté,133,Midfielder,MID,Crystal Palace,CRY,0.2,,1,,1,a,50,2524,35,0,85,17
Chris,Wood,Chris Wood,91,Forward,FWD,Burnley,BUR,2.7,,1,,1,a,65,2436,32,0,136,20.9
Chris,Smalling,Chris Smalling,292,Defender,DEF,Man Utd,MUN,0.2,,1,,1,a,50,0,0,0,0,0
Chris,Basham,Chris Basham,345,Defender,DEF,Sheffield Utd,SHU,2.4,,1,,1,a,50,3242,38,0,123,24.6
Christian,Walton,Christian Walton,503,Goalkeeper,GKP,Brighton,BHA,1.8,,1,,1,a,40,0,0,0,0,0
Christian,Pulisic,Christian Pulisic,119,Midfielder,MID,Chelsea,CHE,9.4,,1,100,1,a,85,1717,25,0,127,14.9
Christian,Benteke,Christian Benteke,132,Forward,FWD,Crystal Palace,CRY,0.3,,1,0,0,i,55,1252,24,0,42,7.6
Christian,Fuchs,Christian Fuchs,218,Defender,DEF,Leicester,LEI,0,,1,50,0.5,d,45,770,11,0,26,5.8
Christian,Atsu,Christian Atsu,330,Midfielder,MID,Newcastle,NEW,0.1,,1,,1,a,55,738,19,0,37,6.7
Ciaran,Clark,Ciaran Clark,324,Defender,DEF,Newcastle,NEW,0.1,,1,25,0.25,d,45,1186,14,0,49,10.9
Claudio,Bravo,Claudio Bravo,267,Goalkeeper,GKP,Man City,MCI,0,,1,0,0,u,45,346,4,0,11,2.4
Connor,Wickham,Connor Wickham,136,Forward,FWD,Crystal Palace,CRY,1.8,,1,0,0,i,45,90,6,0,15,3.3
Conor,Hourihane,Conor Hourihane,33,Midfielder,MID,Aston Villa,AVL,0.1,,1,,1,a,60,1526,27,0,83,13.8
Conor,Townsend,Conor Townsend,418,Defender,DEF,West Brom,WBA,0.1,,1,75,0.75,d,45,0,0,0,0,0
Conor,Coady,Conor Coady,459,Defender,DEF,Wolves,WOL,9.5,,1,,1,a,50,3420,38,0,118,23.6
Curtis,Jones,Curtis Jones,263,Midfielder,MID,Liverpool,LIV,0.6,,1,,1,a,45,121,6,0,13,2.9
Cyrus,Christie,Cyrus Christie,179,Defender,DEF,Fulham,FUL,0.2,,1,,1,a,45,0,0,0,0,0
Dale,Stephens,Dale Stephens,55,Midfielder,MID,Brighton,BHA,14.8,,1,,1,a,45,2525,33,0,63,14
Dan,Burn,Dan Burn,61,Defender,DEF,Brighton,BHA,0.9,,1,,1,a,45,2879,34,0,86,19.1
Daniel,Ceballos Fernández,Dani Ceballos,501,Midfielder,MID,Arsenal,ARS,1.8,,1,,1,a,50,1687,24,0,57,11.4
Daniel,Amartey,Daniel Amartey,227,Defender,DEF,Leicester,LEI,1.4,,1,100,1,a,40,0,0,0,0,0
Daniel,James,Daniel James,311,Midfielder,MID,Man Utd,MUN,0.4,,1,,1,a,65,2281,33,0,95,14.6
Daniel,Castelo Podence,Daniel Castelo Podence,469,Midfielder,MID,Wolves,WOL,0.3,,1,,1,a,55,285,9,0,25,4.5
Danny,Ward,Danny Ward,223,Goalkeeper,GKP,Leicester,LEI,0.2,,1,,1,a,45,0,0,0,0,0
Danny,Ings,Danny Ings,366,Forward,FWD,Southampton,SOU,25.3,,1,,1,a,85,2800,38,0,198,23.3
Danny,Rose,Danny Rose,384,Defender,DEF,Spurs,TOT,0.4,,1,,1,a,50,1753,23,0,47,9.4
Dara,O'Shea,Dara O'Shea,425,Defender,DEF,West Brom,WBA,0.4,,1,,1,a,45,0,0,0,0,0
Darnell,Furlong,Darnell Furlong,422,Defender,DEF,West Brom,WBA,0.1,,1,,1,a,45,0,0,0,0,0
Darren,Randolph,Darren Randolph,430,Goalkeeper,GKP,West Ham,WHU,0.3,,1,,1,a,45,180,2,0,3,0.7
David,Luiz Moreira Marinho,David Luiz Moreira Marinho,3,Defender,DEF,Arsenal,ARS,1.6,,1,0,0,i,55,2809,33,0,94,17.1
David,de Gea,David de Gea,291,Goalkeeper,GKP,Man Utd,MUN,4.1,,1,,1,a,55,3420,38,0,143,26
David,McGoldrick,David McGoldrick,344,Forward,FWD,Sheffield Utd,SHU,1.2,,1,,1,a,55,1810,28,0,65,11.8
David,Button,David Button,56,Goalkeeper,GKP,West Brom,WBA,5.2,,1,,1,a,40,0,0,0,0,0
David,Martin,David Martin,429,Goalkeeper,GKP,West Ham,WHU,8.6,,1,,1,a,40,435,5,0,20,5
Davinson,Sánchez,Davinson Sánchez,398,Defender,DEF,Spurs,TOT,1.1,,1,,1,a,55,2431,29,0,64,11.6
Davy,Pröpper,Davy Pröpper,59,Midfielder,MID,Brighton,BHA,0.1,,1,,1,a,50,2826,35,0,78,15.6
Dean,Henderson,Dean Henderson,305,Goalkeeper,GKP,Man Utd,MUN,3.5,,1,,1,a,55,3240,36,0,160,29.1
DeAndre,Yedlin,DeAndre Yedlin,335,Defender,DEF,Newcastle,NEW,0.5,,1,,1,a,45,934,16,0,26,5.8
Declan,Rice,Declan Rice,448,Midfielder,MID,West Ham,WHU,5.4,,1,,1,a,50,3420,38,0,105,21
Demarai,Gray,Demarai Gray,230,Midfielder,MID,Leicester,LEI,0.2,,1,,1,a,55,605,21,0,44,8
Dennis,Praet,Dennis Praet,225,Midfielder,MID,Leicester,LEI,0.1,,1,,1,a,55,1122,27,0,54,9.8
Diogo,Jota,Diogo Jota,468,Midfielder,MID,Wolves,WOL,3.7,,1,,1,a,65,2278,34,0,105,16.2
Divock,Origi,Divock Origi,256,Forward,FWD,Liverpool,LIV,1.3,,1,,1,a,55,699,28,0,65,11.8
Dominic,Calvert-Lewin,Dominic Calvert-Lewin,164,Forward,FWD,Everton,EVE,6.7,,1,,1,a,70,2621,36,0,126,18
Donny,van de Beek,Donny van de Beek,495,Midfielder,MID,Man Utd,MUN,3.2,,1,,1,a,70,0,0,0,0,0
Douglas Luiz,Soares de Paulo,Douglas Luiz,52,Midfielder,MID,Aston Villa,AVL,0.4,,1,,1,a,50,2604,36,0,90,18
Dwight,McNeil,Dwight McNeil,100,Midfielder,MID,Burnley,BUR,1.1,,1,,1,a,60,3339,38,0,123,20.5
Dwight,Gayle,Dwight Gayle,329,Forward,FWD,Newcastle,NEW,0.1,,1,0,0,i,60,842,20,0,58,9.7
Eberechi,Eze,Eberechi Eze,489,Midfielder,MID,Crystal Palace,CRY,0.7,,1,75,0.75,d,60,0,0,0,0,0
Ederson,Santana de Moraes,Ederson Santana de Moraes,278,Goalkeeper,GKP,Man City,MCI,4.9,,1,,1,a,60,3071,35,0,133,22.2
Edward,Nketiah,Eddie Nketiah,22,Forward,FWD,Arsenal,ARS,2,,1,,1,a,60,628,13,0,25,4.2
Emerson,Palmieri dos Santos,Emerson Palmieri dos Santos,111,Defender,DEF,Chelsea,CHE,0.2,,1,,1,a,50,1022,15,0,19,3.8
Emil,Krafth,Emil Krafth,333,Defender,DEF,Newcastle,NEW,0.1,,1,,1,a,45,1015,17,0,37,8.2
Emile,Smith Rowe,Emile Smith Rowe,23,Midfielder,MID,Arsenal,ARS,0.4,,1,0,0,i,45,96,2,0,4,0.9
Emiliano,Martínez,Emiliano Martínez,12,Goalkeeper,GKP,Arsenal,ARS,5.7,,1,,1,a,45,770,9,0,33,7.3
Enda,Stevens,Enda Stevens,347,Defender,DEF,Sheffield Utd,SHU,6,,1,,1,a,55,3345,38,0,142,25.8
Eric,Garcia,Eric Garcia,288,Defender,DEF,Man City,MCI,0.3,,1,,1,a,50,790,13,0,38,7.6
Eric,Bailly,Eric Bailly,310,Defender,DEF,Man Utd,MUN,0.2,,1,,1,a,50,148,4,0,9,1.8
Eric,Dier,Eric Dier,391,Defender,DEF,Spurs,TOT,1.6,,1,,1,a,50,1340,19,0,36,7.2
Erik,Pieters,Erik Pieters,83,Defender,DEF,Burnley,BUR,1.6,,1,,1,a,45,1876,24,0,77,17.1
Erik,Lamela,Erik Lamela,387,Midfielder,MID,Spurs,TOT,0.2,,1,,1,a,60,1203,25,0,65,10.8
Ethan,Ampadu,Ethan Ampadu,509,Defender,DEF,Sheffield Utd,SHU,0.8,,1,,1,a,45,0,0,0,0,0
Ezgjan,Alioski,Ezgjan Alioski,201,Defender,DEF,Leeds,LEE,0.8,,1,,1,a,45,0,0,0,0,0
Ezri,Konsa Ngoyo,Ezri Konsa Ngoyo,46,Defender,DEF,Aston Villa,AVL,0.2,,1,,1,a,45,2038,25,0,65,14.4
