first_name,second_name,id,position,position_abv,team,team_abv,selected_by_percent,chance_of_playing_this_round,this_round_chance,chance_of_playing_next_round,next_round_chance,status,now_cost,minutes,transfers_in,total_points,value_season
Romain,Saïss,461,Defender,DEF,Wolves,WOL,2.9,,1,,1,a,50,2703,0,103,20.6
Jonathan,Castro Otto,462,Defender,DEF,Wolves,WOL,0.1,,1,0,0,i,55,2885,0,123,22.4
Léo,Bonatini,463,Forward,FWD,Wolves,WOL,0.3,,1,,1,a,50,0,0,0,0
Leander,Dendoncker,464,Midfielder,MID,Wolves,WOL,2.6,,1,,1,a,50,2790,0,100,20
Adama,Traoré,465,Midfielder,MID,Wolves,WOL,20.7,,1,,1,a,65,2599,0,130,20
Rúben Diogo,da Silva Neves,466,Midfielder,MID,Wolves,WOL,2.7,,1,,1,a,55,3053,0,97,17.6
Oskar,Buur,467,Defender,DEF,Wolves,WOL,1.8,,1,,1,a,40,0,0,0,0
Diogo,Jota,468,Midfielder,MID,Wolves,WOL,3.7,,1,,1,a,65,2278,0,105,16.2
Daniel,Castelo Podence,469,Midfielder,MID,Wolves,WOL,0.3,,1,,1,a,55,285,0,25,4.5
Max,Kilman,470,Defender,DEF,Wolves,WOL,1.9,,1,,1,a,40,184,0,5,1.2
Rúben Gonçalo,Silva Nascimento Vinagre,471,Defender,DEF,Wolves,WOL,11.7,,1,,1,a,45,644,0,32,7.1
Matija,Sarkic,472,Goalkeeper,GKP,Wolves,WOL,0.2,,1,,1,a,45,0,0,0,0
Morgan,Gibbs-White,473,Midfielder,MID,Wolves,WOL,0,,1,0,0,n,50,125,0,11,2.2
Pedro,Lomba Neto,474,Midfielder,MID,Wolves,WOL,0.2,,1,,1,a,55,920,0,57,10.4
Bruno André,Cavaco Jordao,475,Midfielder,MID,Wolves,WOL,0.6,,1,,1,a,45,6,0,1,0.2
Leonardo,Campana,476,Forward,FWD,Wolves,WOL,0.3,,1,,1,a,50,0,0,0,0
Fabio,Silva,504,Forward,FWD,Wolves,WOL,1.2,,1,,1,a,55,0,0,0,0
Fernando,Marçal,505,Defender,DEF,Wolves,WOL,0.3,,1,,1,a,50,0,0,0,0
Vitor,Ferreira,515,Midfielder,MID,Wolves,WOL,0,,1,,1,a,50,0,0,0,0
